,Neighborhood,Year,Population
747,Williamsburg/Greenpoint,2012,147300.0
748,Fort Greene/Brooklyn Hts,2012,130102.0
749,Bedford Stuyvesant,2012,136462.0
750,Bushwick,2012,143782.0
751,East New York,2012,157832.0
752,Park Slope,2012,109204.0
753,Sunset Park,2012,151902.0
754,Crown Heights North,2012,120243.0
755,Crown Heights South,2012,113485.0
756,Bay Ridge,2012,127481.0
757,Bensonhurst,2012,189420.0
758,Borough Park,2012,162352.0
759,Coney Island,2012,100695.0
760,Flatbush/Midwood,2012,148198.0
761,Sheepshead Bay,2012,153182.0
762,Brownsville,2012,128864.0
763,East Flatbush,2012,140973.0
764,Canarsie,2012,204158.0
765,Astoria,2012,165035.0
766,Sunnyside/Woodside,2012,140399.0
767,Jackson Heights,2012,179741.0
768,Elmhurst/Corona,2012,140591.0
769,Ridgewood/Glendale,2012,164301.0
770,Rego Park/Forest Hills,2012,115976.0
771,Flushing,2012,250135.0
772,Fresh Meadows/Briarwood,2012,157855.0
773,Woodhaven,2012,148177.0
774,Howard Beach,2012,133178.0
775,Bayside,2012,123146.0
776,Jamaica/St. Albans,2012,228128.0
777,Queens Village,2012,197751.0
778,The Rockaways,2012,128358.0
779,St. George,2012,175699.0
780,South Beach,2012,131923.0
781,Tottenville,2012,163106.0
782,Bronx,2012,1408473.0
783,Brooklyn,2012,2565635.0
784,Manhattan,2012,1619090.0
785,Queens,2012,2272771.0
786,Staten Island,2012,470728.0
787,New York City,2012,8336697.0
788,Kingsbridge - Riverdale,2012,93260.03546
789,Northeast Bronx,2012,199562.5978
790,Fordham - Bronx Park,2012,256005.9343
791,Pelham - Throgs Neck,2012,299802.706
792,Crotona - Tremont,2012,211176.7814
793,High Bridge - Morrisania,2012,213259.929
794,Hunts Point - Mott Haven,2012,137558.176
795,Greenpoint,2012,133583.7389
796,Downtown  - Heights - Slope,2012,245392.6701
797,Bedford Stuyvesant - Crown Heights,2012,333458.3663
798,East New York,2012,191760.2965
799,Sunset Park,2012,123258.8071
800,Borough Park,2012,328041.0753
801,East Flatbush - Flatbush,2012,302547.3075
802,Canarsie - Flatlands,2012,209910.3708
803,Bensonhurst - Bay Ridge,2012,197271.2576
804,Coney Island - Sheepshead Bay,2012,282751.6375
805,Williamsburg - Bushwick,2012,220899.4723
806,Washington Heights - Inwood,2012,270384.9826
807,Central Harlem - Morningside Heights,2012,183345.0189
808,East Harlem,2012,114195.1819
809,Upper West Side,2012,214136.7676
810,Upper East Side,2012,217217.054
811,Chelsea - Clinton,2012,149929.963
812,Gramercy Park -  Murray Hill,2012,129281.6971
813,Greenwich Village - Soho,2012,83762.43504
814,Union Square - Lower East Side,2012,186825.5172
815,Lower Manhattan,2012,59598.7402
816,Long Island City - Astoria,2012,208641.9595
817,West Queens,2012,454424.1739
818,Flushing - Clearview,2012,246138.0205
819,Bayside - Little Neck,2012,87090.29663
820,Ridgewood - Forest Hills,2012,257404.5205
821,Fresh Meadows,2012,99649.53538
822,Southwest Queens,2012,283624.7064
823,Jamaica,2012,315349.7249
824,Southeast Queens,2012,211940.893
825,Rockaway,2012,124931.652
826,Port  Richmond,2012,66960.82779
827,Stapleton - St. George,2012,121216.1388
828,Willowbrook,2012,87837.30559
829,South Beach - Tottenville,2012,194643.7278
830,Zip Code 10001,2012,20579.0
831,Zip Code 10002,2012,80323.0
832,Zip Code 10003,2012,56614.0
833,Zip Code 10004,2012,2780.0
834,Zip Code 10005,2012,5724.0
835,Zip Code 10006,2012,2696.0
836,Zip Code 10007,2012,6188.0
837,Zip Code 10009,2012,62397.0
838,Zip Code 10010,2012,29396.0
839,Zip Code 10011,2012,51853.0
840,Zip Code 10012,2012,24703.0
841,Zip Code 10013,2012,26090.0
842,Zip Code 10014,2012,30893.0
843,Zip Code 10016,2012,52624.0
844,Zip Code 10017,2012,16137.0
845,Zip Code 10018,2012,6147.0
846,Zip Code 10019,2012,40351.0
847,Zip Code 10021,2012,42646.0
848,Zip Code 10022,2012,29317.0
849,Zip Code 10023,2012,60447.0
850,Zip Code 10024,2012,58991.0
851,Zip Code 10025,2012,96449.0
852,Zip Code 10026,2012,36797.0
853,Zip Code 10027,2012,61018.0
854,Zip Code 10028,2012,45799.0
855,Zip Code 10029,2012,79031.0
856,Zip Code 10030,2012,29364.0
857,Zip Code 10031,2012,59708.0
858,Zip Code 10032,2012,61650.0
859,Zip Code 10033,2012,57073.0
860,Zip Code 10034,2012,41200.0
861,Zip Code 10035,2012,34709.0
862,Zip Code 10036,2012,22413.0
863,Zip Code 10037,2012,17099.0
864,Zip Code 10038,2012,20042.0
865,Zip Code 10039,2012,25372.0
866,Zip Code 10040,2012,43650.0
867,Zip Code 10044,2012,12311.0
868,Zip Code 10065,2012,32807.0
869,Zip Code 10069,2012,5359.0
870,Zip Code 10075,2012,24148.0
871,Zip Code 10128,2012,59443.0
872,Zip Code 10280,2012,7610.0
873,Zip Code 10282,2012,5507.0
874,Zip Code 10301,2012,38851.0
875,Zip Code 10302,2012,17090.0
876,Zip Code 10303,2012,24933.0
877,Zip Code 10304,2012,41845.0
878,Zip Code 10305,2012,41309.0
879,Zip Code 10306,2012,55692.0
880,Zip Code 10307,2012,14418.0
881,Zip Code 10308,2012,28782.0
882,Zip Code 10309,2012,31943.0
883,Zip Code 10310,2012,24454.0
884,Zip Code 10312,2012,61136.0
885,Zip Code 10314,2012,87921.0
886,Zip Code 10451,2012,45931.0
887,Zip Code 10452,2012,74520.0
888,Zip Code 10453,2012,79143.0
889,Zip Code 10454,2012,37850.0
890,Zip Code 10455,2012,38114.0
891,Zip Code 10456,2012,87796.0
892,Zip Code 10457,2012,69411.0
893,Zip Code 10458,2012,74911.0
894,Zip Code 10459,2012,47000.0
895,Zip Code 10460,2012,56011.0
896,Zip Code 10461,2012,51599.0
897,Zip Code 10462,2012,75709.0
898,Zip Code 10463,2012,69371.0
899,Zip Code 10464,2012,3974.0
900,Zip Code 10465,2012,43897.0
901,Zip Code 10466,2012,71631.0
902,Zip Code 10467,2012,96319.0
903,Zip Code 10468,2012,73205.0
904,Zip Code 10469,2012,71580.0
905,Zip Code 10470,2012,15647.0
906,Zip Code 10471,2012,21792.0
907,Zip Code 10472,2012,67915.0
908,Zip Code 10473,2012,58403.0
909,Zip Code 10474,2012,12723.0
910,Zip Code 10475,2012,41625.0
911,Zip Code 11001,2012,27104.0
912,Zip Code 11004,2012,14178.0
913,Zip Code 11005,2012,1963.0
914,Zip Code 11040,2012,40005.0
915,Zip Code 11096,2012,8091.0
916,Zip Code 11101,2012,24405.0
917,Zip Code 11102,2012,33742.0
918,Zip Code 11103,2012,36724.0
919,Zip Code 11104,2012,26321.0
920,Zip Code 11105,2012,37438.0
921,Zip Code 11106,2012,36958.0
922,Zip Code 11109,2012,3272.0
923,Zip Code 11201,2012,52242.0
924,Zip Code 11203,2012,80202.0
925,Zip Code 11204,2012,80341.0
926,Zip Code 11205,2012,40125.0
927,Zip Code 11206,2012,80086.0
928,Zip Code 11207,2012,92054.0
929,Zip Code 11208,2012,93998.0
930,Zip Code 11209,2012,72434.0
931,Zip Code 11210,2012,64041.0
932,Zip Code 11211,2012,90510.0
933,Zip Code 11212,2012,81267.0
934,Zip Code 11213,2012,61495.0
935,Zip Code 11214,2012,81428.0
936,Zip Code 11215,2012,67195.0
937,Zip Code 11216,2012,53662.0
938,Zip Code 11217,2012,38398.0
939,Zip Code 11218,2012,74571.0
940,Zip Code 11219,2012,95069.0
941,Zip Code 11220,2012,100476.0
942,Zip Code 11221,2012,80254.0
943,Zip Code 11222,2012,33718.0
944,Zip Code 11223,2012,74700.0
945,Zip Code 11224,2012,44047.0
946,Zip Code 11225,2012,60179.0
947,Zip Code 11226,2012,99285.0
948,Zip Code 11228,2012,43396.0
949,Zip Code 11229,2012,79268.0
950,Zip Code 11230,2012,84707.0
951,Zip Code 11231,2012,34393.0
952,Zip Code 11232,2012,28703.0
953,Zip Code 11233,2012,67661.0
954,Zip Code 11234,2012,95390.0
955,Zip Code 11235,2012,72447.0
956,Zip Code 11236,2012,97084.0
957,Zip Code 11237,2012,53031.0
958,Zip Code 11238,2012,52033.0
959,Zip Code 11239,2012,12850.0
960,Zip Code 11354,2012,55543.0
961,Zip Code 11355,2012,83938.0
962,Zip Code 11356,2012,22947.0
963,Zip Code 11357,2012,40705.0
964,Zip Code 11358,2012,39143.0
965,Zip Code 11359,2012,0.0
966,Zip Code 11360,2012,20688.0
967,Zip Code 11361,2012,29197.0
968,Zip Code 11362,2012,18220.0
969,Zip Code 11363,2012,7442.0
970,Zip Code 11364,2012,35106.0
971,Zip Code 11365,2012,41520.0
972,Zip Code 11366,2012,13593.0
973,Zip Code 11367,2012,39424.0
974,Zip Code 11368,2012,104486.0
975,Zip Code 11369,2012,40160.0
976,Zip Code 11370,2012,37755.0
977,Zip Code 11371,2012,0.0
978,Zip Code 11372,2012,62857.0
979,Zip Code 11373,2012,97430.0
980,Zip Code 11374,2012,42484.0
981,Zip Code 11375,2012,69745.0
982,Zip Code 11377,2012,87284.0
983,Zip Code 11378,2012,32187.0
984,Zip Code 11379,2012,35680.0
985,Zip Code 11385,2012,99508.0
986,Zip Code 11411,2012,19357.0
987,Zip Code 11412,2012,36660.0
988,Zip Code 11413,2012,39291.0
989,Zip Code 11414,2012,28769.0
990,Zip Code 11415,2012,19464.0
991,Zip Code 11416,2012,24977.0
992,Zip Code 11417,2012,30325.0
993,Zip Code 11418,2012,36821.0
994,Zip Code 11419,2012,48119.0
995,Zip Code 11420,2012,48226.0
996,Zip Code 11421,2012,41872.0
997,Zip Code 11422,2012,33116.0
998,Zip Code 11423,2012,31425.0
999,Zip Code 11426,2012,18847.0
1000,Zip Code 11427,2012,24601.0
1001,Zip Code 11428,2012,19784.0
1002,Zip Code 11429,2012,28571.0
1003,Zip Code 11430,2012,101.0
1004,Zip Code 11432,2012,58705.0
1005,Zip Code 11433,2012,30851.0
1006,Zip Code 11434,2012,61853.0
1007,Zip Code 11435,2012,52288.0
1008,Zip Code 11436,2012,17316.0
1009,Zip Code 11691,2012,61442.0
1010,Zip Code 11692,2012,16870.0
1011,Zip Code 11693,2012,11415.0
1012,Zip Code 11694,2012,21281.0
1013,Zip Code 11697,2012,4344.0
1014,Battery Park/Tribeca,2013,64506.78766
1015,Greenwich Village,2013,95225.21234
1016,Lower East Side,2013,163820.0
1017,Chelsea/Clinton,2013,97965.38827
1018,Midtown Business District,2013,49030.61173
1019,Murray Hill/Stuyvesant,2013,147069.0
1020,Upper West Side,2013,179877.0
1021,Upper East Side,2013,217537.0
1022,Manhattanville,2013,130017.0
1023,Central Harlem,2013,148434.0
1024,East Harlem,2013,114311.0
1025,Washington Heights,2013,218366.0
1026,Mott Haven,2013,103719.6849
1027,Hunts Point,2013,59225.31511
1028,Morrisania,2013,82558.53801
1029,Concourse/Highbridge,2013,138206.0
1030,University Heights,2013,136077.0
1031,East Tremont,2013,86187.46199
1032,Bedford Park,2013,127336.0
1033,Riverdale,2013,114884.0
1034,Unionport/Soundview,2013,191175.0
1035,Throgs Neck,2013,122671.0
1036,Pelham Parkway,2013,121307.0
1037,Williamsbridge,2013,135386.0
1038,Williamsburg/Greenpoint,2013,156086.0
1039,Fort Greene/Brooklyn Hts,2013,130954.0
1040,Bedford Stuyvesant,2013,143629.0
1041,Bushwick,2013,145795.0
1042,East New York,2013,158183.0
1043,Park Slope,2013,116339.0
1044,Sunset Park,2013,154422.0
1045,Crown Heights North,2013,127050.0
1046,Crown Heights South,2013,103822.0
1047,Bay Ridge,2013,127683.0
1048,Bensonhurst,2013,184907.0
1049,Borough Park,2013,161036.0
1050,Coney Island,2013,106249.0
1051,Flatbush/Midwood,2013,157167.0
1052,Sheepshead Bay,2013,156346.0
1053,Brownsville,2013,128100.0
1054,East Flatbush,2013,132564.0
1055,Canarsie,2013,201817.0
1056,Astoria,2013,178585.0
1057,Sunnyside/Woodside,2013,133375.0
1058,Jackson Heights,2013,192889.0
1059,Elmhurst/Corona,2013,150519.0
1060,Ridgewood/Glendale,2013,163960.0
1061,Rego Park/Forest Hills,2013,116101.0
1062,Flushing,2013,250391.0
1063,Fresh Meadows/Briarwood,2013,155659.0
1064,Woodhaven,2013,158754.0
1065,Howard Beach,2013,121383.0
1066,Bayside,2013,118250.0
1067,Jamaica/St. Albans,2013,246150.0
1068,Queens Village,2013,197890.0
1069,The Rockaways,2013,112269.0
1070,St. George,2013,177182.0
1071,South Beach,2013,136769.0
1072,Tottenville,2013,158670.0
1073,Bronx,2013,1418733.0
1074,Brooklyn,2013,2592149.0
1075,Manhattan,2013,1626159.0
1076,Queens,2013,2296175.0
1077,Staten Island,2013,472621.0
1078,New York City,2013,8405837.0
1079,Kingsbridge - Riverdale,2013,93330.87785
1080,Northeast Bronx,2013,200810.6042
1081,Fordham - Bronx Park,2013,258295.963
1082,Pelham - Throgs Neck,2013,301600.7505
1083,Crotona - Tremont,2013,213342.6294
1084,High Bridge - Morrisania,2013,215421.6586
1085,Hunts Point - Mott Haven,2013,139076.1664
1086,Greenpoint,2013,135069.4212
1087,Downtown  - Heights - Slope,2013,249927.2832
1088,Bedford Stuyvesant - Crown Heights,2013,334161.8472
1089,East New York,2013,191595.0235
1090,Sunset Park,2013,124850.7037
1091,Borough Park,2013,332092.5032
1092,East Flatbush - Flatbush,2013,303428.4132
1093,Canarsie - Flatlands,2013,210200.6356
1094,Bensonhurst - Bay Ridge,2013,199987.7059
1095,Coney Island - Sheepshead Bay,2013,285437.9495
1096,Williamsburg - Bushwick,2013,221749.5139
1097,Washington Heights - Inwood,2013,271200.1152
1098,Central Harlem - Morningside Heights,2013,182935.5325
1099,East Harlem,2013,114354.2073
1100,Upper West Side,2013,215023.5849
1101,Upper East Side,2013,218181.4477
1102,Chelsea - Clinton,2013,150035.7409
1103,Gramercy Park -  Murray Hill,2013,129679.6963
1104,Greenwich Village - Soho,2013,83887.57219
1105,Union Square - Lower East Side,2013,187121.4079
1106,Lower Manhattan,2013,59829.40219
1107,Long Island City - Astoria,2013,210117.3814
1108,West Queens,2013,458210.312
1109,Flushing - Clearview,2013,248654.0511
1110,Bayside - Little Neck,2013,87584.66622
1111,Ridgewood - Forest Hills,2013,257994.8831
1112,Fresh Meadows,2013,100255.5168
1113,Southwest Queens,2013,285671.8621
1114,Jamaica,2013,317538.6708
1115,Southeast Queens,2013,213169.1028
1116,Rockaway,2013,125016.1966
1117,Port  Richmond,2013,67330.48348
1118,Stapleton - St. George,2013,121828.803
1119,Willowbrook,2013,88156.60855
1120,South Beach - Tottenville,2013,194582.105
1121,Zip Code 10001,2013,21966.0
1122,Zip Code 10002,2013,82191.0
1123,Zip Code 10003,2013,57310.0
1124,Zip Code 10004,2013,2807.0
1125,Zip Code 10005,2013,6822.0
1126,Zip Code 10006,2013,2507.0
1127,Zip Code 10007,2013,6525.0
1128,Zip Code 10009,2013,62810.0
1129,Zip Code 10010,2013,30670.0
1130,Zip Code 10011,2013,52167.0
1131,Zip Code 10012,2013,26145.0
1132,Zip Code 10013,2013,26065.0
1133,Zip Code 10014,2013,30597.0
1134,Zip Code 10016,2013,51196.0
1135,Zip Code 10017,2013,16129.0
1136,Zip Code 10018,2013,7021.0
1137,Zip Code 10019,2013,38394.0
1138,Zip Code 10021,2013,40862.0
1139,Zip Code 10022,2013,29618.0
1140,Zip Code 10023,2013,61315.0
1141,Zip Code 10024,2013,59164.0
1142,Zip Code 10025,2013,97390.0
1143,Zip Code 10026,2013,37871.0
1144,Zip Code 10027,2013,62617.0
1145,Zip Code 10028,2013,44295.0
1146,Zip Code 10029,2013,77454.0
1147,Zip Code 10030,2013,28472.0
1148,Zip Code 10031,2013,59092.0
1149,Zip Code 10032,2013,59374.0
1150,Zip Code 10033,2013,58710.0
1151,Zip Code 10034,2013,41510.0
1152,Zip Code 10035,2013,33488.0
1153,Zip Code 10036,2013,23132.0
1154,Zip Code 10037,2013,17377.0
1155,Zip Code 10038,2013,20082.0
1156,Zip Code 10039,2013,26577.0
1157,Zip Code 10040,2013,44825.0
1158,Zip Code 10044,2013,12346.0
1159,Zip Code 10065,2013,32797.0
1160,Zip Code 10069,2013,5118.0
1161,Zip Code 10075,2013,24849.0
1162,Zip Code 10128,2013,60121.0
1163,Zip Code 10280,2013,8685.0
1164,Zip Code 10282,2013,6217.0
1165,Zip Code 10301,2013,38885.0
1166,Zip Code 10302,2013,16811.0
1167,Zip Code 10303,2013,24537.0
1168,Zip Code 10304,2013,43084.0
1169,Zip Code 10305,2013,42006.0
1170,Zip Code 10306,2013,55902.0
1171,Zip Code 10307,2013,14829.0
1172,Zip Code 10308,2013,28939.0
1173,Zip Code 10309,2013,32646.0
1174,Zip Code 10310,2013,25227.0
1175,Zip Code 10312,2013,60081.0
1176,Zip Code 10314,2013,87276.0
1177,Zip Code 10451,2013,47069.0
1178,Zip Code 10452,2013,74931.0
1179,Zip Code 10453,2013,79793.0
1180,Zip Code 10454,2013,38089.0
1181,Zip Code 10455,2013,38576.0
1182,Zip Code 10456,2013,87723.0
1183,Zip Code 10457,2013,70282.0
1184,Zip Code 10458,2013,74859.0
1185,Zip Code 10459,2013,47977.0
1186,Zip Code 10460,2013,56084.0
1187,Zip Code 10461,2013,51730.0
1188,Zip Code 10462,2013,77369.0
1189,Zip Code 10463,2013,70420.0
1190,Zip Code 10464,2013,4248.0
1191,Zip Code 10465,2013,44862.0
1192,Zip Code 10466,2013,70609.0
1193,Zip Code 10467,2013,98754.0
1194,Zip Code 10468,2013,71822.0
1195,Zip Code 10469,2013,71843.0
1196,Zip Code 10470,2013,14850.0
1197,Zip Code 10471,2013,22030.0
1198,Zip Code 10472,2013,68898.0
1199,Zip Code 10473,2013,58660.0
1200,Zip Code 10474,2013,12519.0
1201,Zip Code 10475,2013,43231.0
1202,Zip Code 11001,2013,27001.0
1203,Zip Code 11004,2013,14500.0
1204,Zip Code 11005,2013,2055.0
1205,Zip Code 11040,2013,40231.0
1206,Zip Code 11096,2013,8276.0
1207,Zip Code 11101,2013,25537.0
1208,Zip Code 11102,2013,34529.0
1209,Zip Code 11103,2013,37745.0
1210,Zip Code 11104,2013,25729.0
1211,Zip Code 11105,2013,36190.0
1212,Zip Code 11106,2013,36869.0
1213,Zip Code 11109,2013,3524.0
1214,Zip Code 11201,2013,54668.0
1215,Zip Code 11203,2013,79572.0
1216,Zip Code 11204,2013,80963.0
1217,Zip Code 11205,2013,43002.0
1218,Zip Code 11206,2013,81525.0
1219,Zip Code 11207,2013,92491.0
1220,Zip Code 11208,2013,93107.0
1221,Zip Code 11209,2013,72623.0
1222,Zip Code 11210,2013,65302.0
1223,Zip Code 11211,2013,93271.0
1224,Zip Code 11212,2013,84520.0
1225,Zip Code 11213,2013,62059.0
1226,Zip Code 11214,2013,83156.0
1227,Zip Code 11215,2013,68891.0
1228,Zip Code 11216,2013,53783.0
1229,Zip Code 11217,2013,38787.0
1230,Zip Code 11218,2013,74758.0
1231,Zip Code 11219,2013,96971.0
1232,Zip Code 11220,2013,103089.0
1233,Zip Code 11221,2013,81321.0
1234,Zip Code 11222,2013,34186.0
1235,Zip Code 11223,2013,74606.0
1236,Zip Code 11224,2013,42535.0
1237,Zip Code 11225,2013,59182.0
1238,Zip Code 11226,2013,98325.0
1239,Zip Code 11228,2013,43929.0
1240,Zip Code 11229,2013,81030.0
1241,Zip Code 11230,2013,84219.0
1242,Zip Code 11231,2013,34137.0
1243,Zip Code 11232,2013,28824.0
1244,Zip Code 11233,2013,68599.0
1245,Zip Code 11234,2013,94259.0
1246,Zip Code 11235,2013,74630.0
1247,Zip Code 11236,2013,97217.0
1248,Zip Code 11237,2013,55478.0
1249,Zip Code 11238,2013,51895.0
1250,Zip Code 11239,2013,12879.0
1251,Zip Code 11354,2013,56258.0
1252,Zip Code 11355,2013,83221.0
1253,Zip Code 11356,2013,23037.0
1254,Zip Code 11357,2013,40872.0
1255,Zip Code 11358,2013,38317.0
1256,Zip Code 11359,2013,0.0
1257,Zip Code 11360,2013,19865.0
1258,Zip Code 11361,2013,30597.0
1259,Zip Code 11362,2013,17865.0
1260,Zip Code 11363,2013,7354.0
1261,Zip Code 11364,2013,34751.0
1262,Zip Code 11365,2013,41924.0
1263,Zip Code 11366,2013,13499.0
1264,Zip Code 11367,2013,41022.0
1265,Zip Code 11368,2013,107962.0
1266,Zip Code 11369,2013,40761.0
1267,Zip Code 11370,2013,37244.0
1268,Zip Code 11371,2013,0.0
1269,Zip Code 11372,2013,63320.0
1270,Zip Code 11373,2013,99159.0
1271,Zip Code 11374,2013,42297.0
1272,Zip Code 11375,2013,69757.0
1273,Zip Code 11377,2013,86316.0
1274,Zip Code 11378,2013,32268.0
1275,Zip Code 11379,2013,35822.0
1276,Zip Code 11385,2013,99379.0
1277,Zip Code 11411,2013,18722.0
1278,Zip Code 11412,2013,37176.0
1279,Zip Code 11413,2013,40385.0
1280,Zip Code 11414,2013,28094.0
1281,Zip Code 11415,2013,19145.0
1282,Zip Code 11416,2013,25950.0
1283,Zip Code 11417,2013,31004.0
1284,Zip Code 11418,2013,36828.0
1285,Zip Code 11419,2013,49193.0
1286,Zip Code 11420,2013,48449.0
1287,Zip Code 11421,2013,42588.0
1288,Zip Code 11422,2013,33280.0
1289,Zip Code 11423,2013,31625.0
1290,Zip Code 11426,2013,19575.0
1291,Zip Code 11427,2013,24877.0
1292,Zip Code 11428,2013,20307.0
1293,Zip Code 11429,2013,28311.0
1294,Zip Code 11430,2013,140.0
1295,Zip Code 11432,2013,61687.0
1296,Zip Code 11433,2013,32821.0
1297,Zip Code 11434,2013,62809.0
1298,Zip Code 11435,2013,53542.0
1299,Zip Code 11436,2013,17636.0
1300,Zip Code 11691,2013,61091.0
1301,Zip Code 11692,2013,17674.0
1302,Zip Code 11693,2013,11335.0
1303,Zip Code 11694,2013,21725.0
1304,Zip Code 11697,2013,4223.0
1305,Battery Park/Tribeca,2014,64575.84496
1306,Greenwich Village,2014,95327.15504
1307,Lower East Side,2014,152453.0
1308,Chelsea/Clinton,2014,99598.85562
1309,Midtown Business District,2014,49848.14438
1310,Murray Hill/Stuyvesant,2014,143349.0
1311,Upper West Side,2014,192374.0
1312,Upper East Side,2014,221898.0
1313,Manhattanville,2014,130739.0
1314,Central Harlem,2014,132027.0
1315,East Harlem,2014,129713.0
1316,Washington Heights,2014,224365.0
1317,Mott Haven,2014,106394.3918
1318,Hunts Point,2014,60752.60821
1319,Morrisania,2014,84271.39308
1320,Concourse/Highbridge,2014,141467.0
1321,University Heights,2014,132850.0
1322,East Tremont,2014,87975.60692
1323,Bedford Park,2014,135893.0
1324,Riverdale,2014,106737.0
1325,Unionport/Soundview,2014,190126.0
1326,Throgs Neck,2014,121209.0
1327,Pelham Parkway,2014,135839.0
1328,Williamsbridge,2014,134644.0
1329,Williamsburg/Greenpoint,2014,154713.0
1330,Fort Greene/Brooklyn Hts,2014,139070.0
1331,Bedford Stuyvesant,2014,133235.0
1332,Bushwick,2014,137368.0
1333,East New York,2014,155863.0
1334,Park Slope,2014,125062.0
1335,Sunset Park,2014,152685.0
1336,Crown Heights North,2014,126747.0
1337,Crown Heights South,2014,109337.0
1338,Bay Ridge,2014,128545.0
1339,Bensonhurst,2014,187637.0
1340,Borough Park,2014,170011.0
1341,Coney Island,2014,110727.0
1342,Flatbush/Midwood,2014,180723.0
1343,Sheepshead Bay,2014,137815.0
1344,Brownsville,2014,123772.0
1345,East Flatbush,2014,137526.0
1346,Canarsie,2014,210957.0
1347,Astoria,2014,182860.0
1348,Sunnyside/Woodside,2014,150100.0
1349,Jackson Heights,2014,182354.0
1350,Elmhurst/Corona,2014,154740.0
1351,Ridgewood/Glendale,2014,168488.0
1352,Rego Park/Forest Hills,2014,107893.0
1353,Flushing,2014,256742.0
1354,Fresh Meadows/Briarwood,2014,159330.0
1355,Woodhaven,2014,151202.0
1356,Howard Beach,2014,134827.0
1357,Bayside,2014,120996.0
1358,Jamaica/St. Albans,2014,251002.0
1359,Queens Village,2014,193102.0
1360,The Rockaways,2014,107944.0
1361,St. George,2014,176338.0
1362,South Beach,2014,126200.0
1363,Tottenville,2014,170741.0
1364,Bronx,2014,1438159.0
1365,Brooklyn,2014,2621793.0
1366,Manhattan,2014,1636268.0
1367,Queens,2014,2321580.0
1368,Staten Island,2014,473279.0
1369,New York City,2014,8491079.0
1370,Kingsbridge - Riverdale,2014,93464.59321
1371,Northeast Bronx,2014,201947.3918
1372,Fordham - Bronx Park,2014,260297.1024
1373,Pelham - Throgs Neck,2014,303326.9519
1374,Crotona - Tremont,2014,215122.3775
1375,High Bridge - Morrisania,2014,217229.8585
1376,Hunts Point - Mott Haven,2014,140333.0348
1377,Greenpoint,2014,136251.8958
1378,Downtown  - Heights - Slope,2014,253710.8866
1379,Bedford Stuyvesant - Crown Heights,2014,334023.7956
1380,East New York,2014,190984.9686
1381,Sunset Park,2014,126200.1871
1382,Borough Park,2014,335633.9234
1383,East Flatbush - Flatbush,2014,303640.9139
1384,Canarsie - Flatlands,2014,210017.8883
1385,Bensonhurst - Bay Ridge,2014,202366.1178
1386,Coney Island - Sheepshead Bay,2014,287701.2375
1387,Williamsburg - Bushwick,2014,222148.1856
1388,Washington Heights - Inwood,2014,271566.5488
1389,Central Harlem - Morningside Heights,2014,182327.1539
1390,East Harlem,2014,114372.626
1391,Upper West Side,2014,215781.2875
1392,Upper East Side,2014,218880.4363
1393,Chelsea - Clinton,2014,150158.5697
1394,Gramercy Park -  Murray Hill,2014,130171.0235
1395,Greenwich Village - Soho,2014,84045.09145
1396,Union Square - Lower East Side,2014,187756.1061
1397,Lower Manhattan,2014,60102.95886
1398,Long Island City - Astoria,2014,211426.6332
1399,West Queens,2014,461023.6719
1400,Flushing - Clearview,2014,251213.9542
1401,Bayside - Little Neck,2014,88110.62233
1402,Ridgewood - Forest Hills,2014,258389.5792
1403,Fresh Meadows,2014,100825.3365
1404,Southwest Queens,2014,287320.7001
1405,Jamaica,2014,318823.0188
1406,Southeast Queens,2014,213831.4437
1407,Rockaway,2014,124783.9279
1408,Port  Richmond,2014,67529.78141
1409,Stapleton - St. George,2014,122160.245
1410,Willowbrook,2014,88376.06203
1411,South Beach - Tottenville,2014,194008.9116
1412,Zip Code 10001,2014,22767.0
1413,Zip Code 10002,2014,79894.0
1414,Zip Code 10003,2014,57068.0
1415,Zip Code 10004,2014,3024.0
1416,Zip Code 10005,2014,7570.0
1417,Zip Code 10006,2014,2950.0
1418,Zip Code 10007,2014,6748.0
1419,Zip Code 10009,2014,61806.0
1420,Zip Code 10010,2014,30708.0
1421,Zip Code 10011,2014,52941.0
1422,Zip Code 10012,2014,24846.0
1423,Zip Code 10013,2014,26937.0
1424,Zip Code 10014,2014,31835.0
1425,Zip Code 10016,2014,50112.0
1426,Zip Code 10017,2014,16278.0
1427,Zip Code 10018,2014,8062.0
1428,Zip Code 10019,2014,38752.0
1429,Zip Code 10021,2014,42142.0
1430,Zip Code 10022,2014,29699.0
1431,Zip Code 10023,2014,60762.0
1432,Zip Code 10024,2014,59249.0
1433,Zip Code 10025,2014,97373.0
1434,Zip Code 10026,2014,38372.0
1435,Zip Code 10027,2014,63057.0
1436,Zip Code 10028,2014,46169.0
1437,Zip Code 10029,2014,77857.0
1438,Zip Code 10030,2014,29530.0
1439,Zip Code 10031,2014,58912.0
1440,Zip Code 10032,2014,59069.0
1441,Zip Code 10033,2014,60520.0
1442,Zip Code 10034,2014,42672.0
1443,Zip Code 10035,2014,34760.0
1444,Zip Code 10036,2014,24127.0
1445,Zip Code 10037,2014,18041.0
1446,Zip Code 10038,2014,20997.0
1447,Zip Code 10039,2014,25952.0
1448,Zip Code 10040,2014,45278.0
1449,Zip Code 10044,2014,12050.0
1450,Zip Code 10065,2014,31761.0
